loss,policy_loss,reward_mean,target_efficiency,diversity,epoch
0.21360092163085936,-0.004220913350582123,0.1688365340232849,565831839.4798329,0.4694989610870123,1
0.23407349586486817,-0.0021621545776724814,0.08648618310689926,85964481.79623726,0.4594713584389082,2
0.22891311645507811,-0.003927230462431907,0.1570892184972763,98807922.13763607,0.456684976648158,3
0.22533788681030273,-0.003269323706626892,0.13077294826507568,88171376.57845043,0.45121822596007133,4
0.2404482126235962,-0.0015825197100639344,0.06330078840255737,265589480.56472558,0.4670408270486571,5
